Sr. No.,Division,District,Institute Code,Year,Course,Institute Name,Capacity,Enrolled
6431,Chh. Sambhaji Nagar,Latur,831,2024-25,GNM,"RAJGURU SCHOOL OF NURSING, UDGIR, LATUR",40,40
6432,Chh. Sambhaji Nagar,Latur,950,2024-25,GNM,"Arman Nursing School, Latur",20,20
6433,Chh. Sambhaji Nagar,Latur,954,2024-25,GNM,"SONI NURSING SCHOOL, LATUR",20,20
6434,Chh. Sambhaji Nagar,Latur,960,2024-25,GNM,"VEDANT RGNM NURSING SCHOOL, LATUR",40,40
6435,Chh. Sambhaji Nagar,Latur,966,2024-25,GNM,"Sharada Institute of Nursing, Latur",80,42
6436,Chh. Sambhaji Nagar,Latur,969,2024-25,GNM,"Sambhajirao Kendre Nursing School, Udgir, Latur",20,20
6437,Chh. Sambhaji Nagar,Latur,973,2024-25,GNM,"FlORENCE SCHOOL OF NURSING, LATUR",20,3
6438,Chh. Sambhaji Nagar,Latur,982,2024-25,GNM,RAJIV GANDHI RGNM NURSING SCHOOL UDGIR LATUR,60,60
6439,Chh. Sambhaji Nagar,Latur,985,2024-25,GNM,"KASTURABAI NURSING SCHOOL, UDGIR, LATUR",60,60
6440,Chh. Sambhaji Nagar,Latur,997,2024-25,GNM,LATE PARVATIBAI BURDE NURSING SCHOOL CHAKUR LATUR,20,20
6441,Konkan,Mumbai City,188,2024-25,GNM,"K.J.SOMAIYA HOSPITAL RES. CENTRE, SON, SION , MUMBAI",40,40
6442,Konkan,Mumbai Suburban,189,2024-25,GNM,"HOLY SPIRIT HOSPITAL , ANDHERI , MUMBAI",30,30
6443,Konkan,Mumbai Suburban,191,2024-25,GNM,"GURU NANAK HOSPITAL, SON, BANDRA , MUMBAI",20,20
6444,Konkan,Mumbai Suburban,192,2024-25,GNM,"HOLY FAMILY INSTITUTE OF NURSING EDU., KURLA, MUMBAI",60,60
6445,Nagpur,Nagpur,1108,2024-25,GNM,"Datta Meghe College of Nursing, Wandongari, Nagpur",100,100
6446,Nagpur,Nagpur,1110,2024-25,GNM,"Shri K.R.Pandav College of Nursing and Hospital, Nagpur",60,60
6447,Nagpur,Nagpur,1145,2024-25,GNM,"Med Pro College of Nursing,Nandanvan Nagpur",60,60
6448,Nagpur,Nagpur,1155,2024-25,GNM,"Smt. Rajkamal Tidke Institute of Nursing Mouda, Nagpur",60,34
6449,Nagpur,Nagpur,1220,2024-25,GNM,"Tanisq Nursing School Somalwada, Nagpur",60,60
6450,Nagpur,Nagpur,123,2024-25,GNM,"TIRPUDE NURSING TRAINING SCHOOL, NAGPUR",40,40
6451,Nagpur,Nagpur,1245,2024-25,GNM,"Shri Sai Institute of Nursing & Medical Science, Nandanvan, Dist. Nagpur",60,59
6452,Nagpur,Nagpur,1248,2024-25,GNM,"TREATWELL COLLEGE OF NURSING, NAGPUR",60,32
6453,Nagpur,Nagpur,1268,2024-25,GNM,"SHRI SAIBABA COLLEGE OF NURSING, NAGPUR",40,40
6454,Nagpur,Nagpur,1387,2024-25,GNM,"ATLANTA SCHOOL OF NURSING, NAGPUR",40,40
6455,Nagpur,Nagpur,1395,2024-25,GNM,"SHREE KOLTE PATIL NURSING COLLEGE WADI, NAGPUR",40,40
6456,Nagpur,Nagpur,1400,2024-25,GNM,"RAJVI NURSING SCHOOL,MAUZE GOREWADA,NAGPUR",40,40
6457,Nagpur,Nagpur,1433,2024-25,GNM,"SHRIMATI MAYA COLLEGE OF NURSING, BUTIBORI, NAGPUR",40,37
6458,Nagpur,Nagpur,1446,2024-25,GNM,"ACHARYA VINOBA BHAVE NURSING COLLEGE, KATOL, NAGPUR",40,40
6459,Nagpur,Nagpur,1463,2024-25,GNM,"TRUE COLLEGE OF NURSING, NAGPUR",60,30
6460,Nagpur,Nagpur,1464,2024-25,GNM,"TRUE COLLEGE OF NURSING MANSAR, RAMTEK, NAGPUR",100,46
6461,Nagpur,Nagpur,1506,2024-25,GNM,"INDUTAI GAIKWAD PATIL NURSING COLLEGE DHUTI, DONGARGAON, NAGPUR",40,0
6462,Nagpur,Nagpur,1512,2024-25,GNM,"DR. V. N. MIRZAPURE NURSING COLLEGE G.N.M. MAUZE BRAMHANI, KALMESHWAR,
NAGPUR",60,38
6463,Nagpur,Nagpur,1525,2024-25,GNM,"DISHA NURSING COLLEGE, NAGPUR",60,60
6464,Nagpur,Nagpur,1532,2024-25,GNM,"AAI PANCHFULA INSTITUTE OF NURSING BUTTIBORI, NAGPUR",40,38
6465,Nagpur,Nagpur,1622,2024-25,GNM,"SHALINITAI MEGHE COLLEGE OF NURSING, WANADONGRI, NAGPUR",100,37
6466,Nagpur,Nagpur,245,2024-25,GNM,"MURE MEMORIAL HOSPITAL SCHOOL OF NURSING, NAGPUR",30,0
6467,Nagpur,Nagpur,246,2024-25,GNM,"MADHURIBAI DESHMUKH INST.OF NSG.EDU., NAGPUR",100,100
6468,Nagpur,Nagpur,251,2024-25,GNM,"SURETECH COLLEGE OF NURSING, NAGPUR",60,60
6469,Nagpur,Nagpur,267,2024-25,GNM,"ASHARAM SCHOOL OF NURSING , NAGPUR",60,53
6470,Nagpur,Nagpur,482,2024-25,GNM,SMT. HANSABEN NURSING SCHOOL NAGPUR,60,58
6471,Nagpur,Nagpur,688,2024-25,GNM,"POOJA NURSING SCHOOL, NAGPUR",60,60
6472,Nagpur,Nagpur,825,2024-25,GNM,"Aakar School of Nursing, Nagpur",40,39
6473,Nagpur,Nagpur,826,2024-25,GNM,"Tanisq School of Nursing, Nagpur",60,60
6474,Nagpur,Nagpur,920,2024-25,GNM,CENTRAL INDIA NURSING COLLEGE NAGPUR,40,37
6475,Nagpur,Nagpur,924,2024-25,GNM,"Shree Sai School of Nursing, Umrer, Nagpur",20,20
6476,Chh. Sambhaji Nagar,Nanded,1042,2024-25,GNM,"SHRI GURURGOVIND SINGHJI MEMORIAL SCHOOL OF NURSING, ARDHAPUR, NANDED",60,60
6477,Chh. Sambhaji Nagar,Nanded,1100,2024-25,GNM,New Rajmata Jijau RGNM Nursing School,50,50
6478,Chh. Sambhaji Nagar,Nanded,1119,2024-25,GNM,"Nandigram Nursing College, Nanded",50,50
6479,Chh. Sambhaji Nagar,Nanded,1124,2024-25,GNM,Rajmudra GNM Nursing School Nanded,50,50
6480,Chh. Sambhaji Nagar,Nanded,1134,2024-25,GNM,"SAMARTH NURSING SCHOOL,Mudkhed Nanded",40,39
6481,Chh. Sambhaji Nagar,Nanded,1146,2024-25,GNM,"Sai Institute Of G.N.M Nursing School,Nanded",40,40
6482,Chh. Sambhaji Nagar,Nanded,1188,2024-25,GNM,"PANDIT DINDAYAL UPADHYAY NURSING SCHOOL, DHANEGAON NANDED",20,20
6483,Chh. Sambhaji Nagar,Nanded,1204,2024-25,GNM,"KASTURBA GANDHI NURSING SCHOOL, KANDHAR, NANDED",40,40
6484,Chh. Sambhaji Nagar,Nanded,1205,2024-25,GNM,"JIJAU NURSING SCHOOL, NANDED",40,40
6485,Chh. Sambhaji Nagar,Nanded,1225,2024-25,GNM,"Radhai G.N.M. Nursing School, Karegaon Loha, Nanded",40,40
6486,Chh. Sambhaji Nagar,Nanded,1226,2024-25,GNM,"Mauli Nursing School Taroda, Nanded",40,40
6487,Chh. Sambhaji Nagar,Nanded,1233,2024-25,GNM,"Swami Vivekanand Nursing G.N.M. College, Nanded",40,40
6488,Chh. Sambhaji Nagar,Nanded,1266,2024-25,GNM,"MUKTAI NURSING COLLEGE, NANDED",40,40
6489,Chh. Sambhaji Nagar,Nanded,1303,2024-25,GNM,"CHHATRAPATI SAMBHAJI MAHARAJ G.N.M. NURSING SCHOOL KANDHAR, NANDED",60,60
6490,Chh. Sambhaji Nagar,Nanded,1317,2024-25,GNM,"SARASWATI G.N.M. NURSING INSTITUTE, KANDHAR, NANDED",60,60
6491,Chh. Sambhaji Nagar,Nanded,1335,2024-25,GNM,"FLORENCE INSTITUTE OF NURSING, NANDED.",60,60
6492,Chh. Sambhaji Nagar,Nanded,1354,2024-25,GNM,"GLOBAL NURSING INSTITUTE, JANAPURI, LOHA, NANDED",50,50
6493,Chh. Sambhaji Nagar,Nanded,1368,2024-25,GNM,"JIJAU COLLEGE OF NURSING & RESEARCH CENTER MARKHEL, DEGLOOR, NANDED",40,40
6494,Chh. Sambhaji Nagar,Nanded,1377,2024-25,GNM,"BHIMASHANKAR NURSING SCHOOL SHIRDHON, KANDHAR, NANDED",40,40
6495,Chh. Sambhaji Nagar,Nanded,1378,2024-25,GNM,"JANAI SCHOOL OF NURSING, NANDED",60,60
6496,Chh. Sambhaji Nagar,Nanded,1392,2024-25,GNM,"SARIKA SCHOOL OF NURSING G.N.M, NANDED",40,40
6497,Chh. Sambhaji Nagar,Nanded,1401,2024-25,GNM,"JANAI G.N.M. NURSING SCHOOL, KINWAT, NANDED.",40,40
6498,Chh. Sambhaji Nagar,Nanded,1434,2024-25,GNM,"LAXMIBAI GORTHEKAR G.N.M. NURSING SCHOOL, UMRI, NANDED",40,40
6499,Chh. Sambhaji Nagar,Nanded,1442,2024-25,GNM,"TUKAI G.N.M. NURSING SCHOOL, TARODA, NANDED",40,40
6500,Chh. Sambhaji Nagar,Nanded,1444,2024-25,GNM,"SHRI SAMBHAJI COLLEGE OF NURSING (G.N.M.), KHADKUT, NANDED",40,40
6501,Chh. Sambhaji Nagar,Nanded,1448,2024-25,GNM,"JIJAU NURSING SCHOOL, VISHNUPURI, NANDED",30,30
6502,Chh. Sambhaji Nagar,Nanded,1452,2024-25,GNM,"TULJAI NURSING COLLEGE, NANDED",40,40
6503,Chh. Sambhaji Nagar,Nanded,1455,2024-25,GNM,"MAHATMA BASWESHWAR NURSING SCHOOL, NANDED",40,40
6504,Chh. Sambhaji Nagar,Nanded,1465,2024-25,GNM,"HORIZON SCHOOL OF NURSING, VISHNUPURI, NANDED",60,60
6505,Chh. Sambhaji Nagar,Nanded,1472,2024-25,GNM,"LATE CHANDRABHAGABAI KESHAVE COLLEGE OF NURSING, MAHUR, NANDED",40,38
6506,Chh. Sambhaji Nagar,Nanded,1473,2024-25,GNM,"MAA JIJAU NURSING SCHOOL, KANDHAR, NANDED",40,40
6507,Chh. Sambhaji Nagar,Nanded,1474,2024-25,GNM,"RENUKAI G.N.M. NURSING SCHOOL, KINWAT, NANDED",60,43
6508,Chh. Sambhaji Nagar,Nanded,1481,2024-25,GNM,"JANSEVA NURSING COLLEGE, MUKHED, NANDED",60,53
6509,Chh. Sambhaji Nagar,Nanded,1495,2024-25,GNM,"KAI. MATHURABAI INGLE SCHOOL OF NURSING (G.N.M.) MUKHED, NANDED",60,26
6510,Chh. Sambhaji Nagar,Nanded,1497,2024-25,GNM,"LATE ANANTRAO RAJURKAR COLLEGE OF NURSING, NANDED",40,40
6511,Chh. Sambhaji Nagar,Nanded,1523,2024-25,GNM,"KASTURBA GANDHI NURSING SCHOOL, NANDED",60,42
6512,Chh. Sambhaji Nagar,Nanded,1524,2024-25,GNM,"NIRMITI NURSING COLLEGE, NANDED",40,26
6513,Chh. Sambhaji Nagar,Nanded,1534,2024-25,GNM,"KAI. GOPINATHRAOJI RATHOD SCHOOL OF NURSING (G.N.M.) NARSI, NAIGAON, NANDED",40,40
6514,Chh. Sambhaji Nagar,Nanded,1547,2024-25,GNM,"PUNYASHLOK AHILYADEVI HOLKAR COLLEGE OF NURSING AND RESEARCH CENTRE,
MUKRAMABAD, MUKHED, NANDED",60,20
6515,Chh. Sambhaji Nagar,Nanded,1550,2024-25,GNM,"LATE PANJABRAO PATIL JAWALGAONKAR COLLEGE OF NURSING, NANDED",40,40
6516,Chh. Sambhaji Nagar,Nanded,1553,2024-25,GNM,"MOTHER TERESA NURSING SCHOOL, UMARDARI, MUKHED, NANDED",40,38
6517,Chh. Sambhaji Nagar,Nanded,1569,2024-25,GNM,"JIJAU SCHOOL OF NURSING, KHANDGAON, NAIGAON, NANDED",40,34
6518,Chh. Sambhaji Nagar,Nanded,1584,2024-25,GNM,"MODERN NURSING SCHOOL (G.N.M.), BILOLI, NANDED",30,30
6519,Chh. Sambhaji Nagar,Nanded,1595,2024-25,GNM,"MATRUBHOOMI INSTITUTE OF NURSING, NANDED",40,40
6520,Chh. Sambhaji Nagar,Nanded,1609,2024-25,GNM,"BHARTI G.N.M. NURSING SCHOOL, HADGAON, NANDED",40,40
6521,Chh. Sambhaji Nagar,Nanded,709,2024-25,GNM,"GANSHANTI NURSING SCHOOL, NANDED",40,40
6522,Chh. Sambhaji Nagar,Nanded,710,2024-25,GNM,"RAM RATAN NURSING INSTITUTE, BHOKAR, NANDED",40,40
6523,Chh. Sambhaji Nagar,Nanded,717,2024-25,GNM,"GOVINDRAO PAUL NURSING SCHOOL, NANDED",30,30
6524,Chh. Sambhaji Nagar,Nanded,763,2024-25,GNM,"MOTHER TERESA NURSING SCHOOL, NANDED",60,57
6525,Chh. Sambhaji Nagar,Nanded,767,2024-25,GNM,"ADARSHA NURSING SCHOOL, DEGLOOR, NANDED",40,40
6526,Chh. Sambhaji Nagar,Nanded,832,2024-25,GNM,"Akshay Nursing School, Nanded",40,40
6527,Chh. Sambhaji Nagar,Nanded,970,2024-25,GNM,"Shivaprasad Nursing Institute, Mukhed, Nanded",50,50
6528,Chh. Sambhaji Nagar,Nanded,971,2024-25,GNM,"Marathwada Nursing School, Nanded",20,20
6529,Chh. Sambhaji Nagar,Nanded,983,2024-25,GNM,"DAGDOJIRAO PATIL RGNM NURSING SCHOOL HADGAON, NANDED",50,50
6530,Nashik,Nandurbar,1010,2024-25,GNM,"AAISAHEB JAYABAI G.N.M NURSING, PATHRAI, NANDURBAR",60,60
6531,Nashik,Nandurbar,1202,2024-25,GNM,"MOTHER HAWWA NURSING INSTITUTE,NANDURBAR",60,60
6532,Nashik,Nandurbar,1243,2024-25,GNM,"Shri. Swami Samarth Nursing College, Nandurbar",40,40
6533,Nashik,Nandurbar,1267,2024-25,GNM,"SANTOSHIMATA SCHOOL OF NURSING, NANDURBAR",30,30
6534,Nashik,Nandurbar,1288,2024-25,GNM,"AASTHA NURSING SCHOOL, NANDURBAR",40,40
6535,Nashik,Nandurbar,1373,2024-25,GNM,"LATE VILASRAO DESHMUKH INSTITUTE OF NURSING (G.N.M.), NAVAPUR, NANDURBAR",40,40
6536,Nashik,Nandurbar,1374,2024-25,GNM,"ANGEL SCHOOL OF NURSING DHADGAON, AKRANI, NANDURBAR",40,40
6537,Nashik,Nandurbar,1386,2024-25,GNM,"SAI NURSING COLLEGE, NAVAPUR, NANDURBAR",50,50
6538,Nashik,Nandurbar,1390,2024-25,GNM,"BIRSA MUNDA INSTITUTE OF NURSING (G.N.M.) LONKHEDA, SHAHADA, NANDURBAR",30,30
6539,Nashik,Nandurbar,1413,2024-25,GNM,"MATOSHRI SCHOOL OF NURSING, VIRCHAK, NANDURBAR",40,40
6540,Nashik,Nandurbar,1414,2024-25,GNM,"S. N. D. SCHOOL OF NURSING, VIRCHAK, NANDURBAR",40,40
6541,Nashik,Nandurbar,207,2024-25,GNM,"DEOMOGRA FOUNDATION TRUST , NANDURBAR",50,50
6542,Nashik,Nandurbar,864,2024-25,GNM,"Angel Nursing School, nandurbar",60,60
6543,Nashik,Nashik,1140,2024-25,GNM,"MATOSHRI SCHOOL OF NURSING , EKLAHARE, NASIK",50,50
6544,Nashik,Nashik,1144,2024-25,GNM,"Jeevak School Of Nursing,Mhasrul Nashik",60,60
6545,Nashik,Nashik,1183,2024-25,GNM,"MANMAD NURSING SCHOOL, NANDGAON, NASHIK",60,60
6546,Nashik,Nashik,1190,2024-25,GNM,"SWAMI NARAYAN NURSING INSTITUTE, PANCHAVATI, NASIK",40,40
6547,Nashik,Nashik,12,2024-25,GNM,GANPATRAO ADKE INE. NASIK,60,60
6548,Nashik,Nashik,1284,2024-25,GNM,"SAI SIDDHI SCHOOL OF NURSING, YEOLA, NASHIK",40,40
6549,Nashik,Nashik,13,2024-25,GNM,"NASIK MEDICO TRAINING COLLEGE OF NURSING, NASIK",40,40
6550,Nashik,Nashik,1329,2024-25,GNM,"SAI CARE SCHOOL OF NURSING DINDORI, NASHIK",60,60
6551,Nashik,Nashik,1406,2024-25,GNM,"SINDHUTAI VIKHE PATIL COLLEGE OF NURSING, SINNER, NASHIK",80,52
6552,Nashik,Nashik,1422,2024-25,GNM,"BHONSALA INSTITUTE OF NURSING, NASHIK",60,59
6553,Nashik,Nashik,1431,2024-25,GNM,"MATOSHRI GODABAI DHONGE COLLEGE OF NURSING, KHAMBALE, GHOTI, IGATPURI,
NASHIK",60,60
6554,Nashik,Nashik,1477,2024-25,GNM,"DR. NAIKWADI COLLEGE OF NURSING JAMGAON MALEGAON, SINNER NASHIK",40,40
6555,Nashik,Nashik,1510,2024-25,GNM,"SAPTASHRUNGI NURSING SCHOOL VANI, DINDORI, NASHIK",40,40
6556,Nashik,Nashik,1548,2024-25,GNM,"SIDDHIVINAYAK NURSING COLLEGE, NASHIK",60,60
6557,Nashik,Nashik,1623,2024-25,GNM,"SMT. VIMALABEN RAMESHCHANDRA JOSHI NURSING COLLEGE, SATPUR, NASHIK",40,0
6558,Nashik,Nashik,196,2024-25,GNM,"N.D.M.V.P.SAMAJS SCHOOL OF NSG., NASIK",80,76
6559,Nashik,Nashik,197,2024-25,GNM,"GOKHALE EDUCATION SOCIETY , SON, VIDYANAGAR , NASIK",50,50
6560,Nashik,Nashik,203,2024-25,GNM,"GLOBAL HEALTH CARE INSTITUTE , COLLEGE OF NURSING , NASHIK",60,60
6561,Nashik,Nashik,206,2024-25,GNM,"SAHYADRI SEVA SANSTHA , INSTITUTE OF NURSING , NASIK",60,60
6562,Nashik,Nashik,33,2024-25,GNM,"NAMCO SCHOOL OF NURSING, NASIK",40,40
6563,Nashik,Nashik,38,2024-25,GNM,"NASHIK NURSING SCHOOL, NASHIK",60,60
6564,Nashik,Nashik,497,2024-25,GNM,"SWAMI VIVEKANAND SANSTHA, MALEGAON, NASHIK",20,17
6565,Nashik,Nashik,541,2024-25,GNM,"KALWAN NURSING SCHOOL, KALWAN, NASHIK",60,60
6566,Nashik,Nashik,542,2024-25,GNM,"DINDORI SCHOOL OF NURSING, DINDORI, NASHIK",60,60
6567,Nashik,Nashik,543,2024-25,GNM,"YEOLA SCHOOL OF NURSING, YEOLA, NASHIK",60,60
6568,Nashik,Nashik,589,2024-25,GNM,"IGATPURI NURSING SCHOOL, IGATPURI, NASHIK",60,60
6569,Nashik,Nashik,590,2024-25,GNM,"NIFAD NURSING SCHOOL, NIFAD, NASHIK",60,60
6570,Nashik,Nashik,592,2024-25,GNM,"SAI CARE NURSING SCHOOL, NASHIK",60,60
6571,Nashik,Nashik,593,2024-25,GNM,"JIJAMATA NURSING SCHOOL, MALEGAON, NASHIK",60,60
6572,Nashik,Nashik,597,2024-25,GNM,"RAJEEV GANDHI GNM NURSING COLLEGE, SINNAR, NASHIK",60,60
6573,Nashik,Nashik,598,2024-25,GNM,"TANMAYI NURSING INSTITUTE, NASHIK",60,59
6574,Nashik,Nashik,863,2024-25,GNM,"Tuljabhavani Adiwashi Shikshan Krida Nursing Institute, Surgana, Nashik",60,60
6575,Nashik,Nashik,865,2024-25,GNM,"M.A.D.SCHOOL OF NURSING, YEOLA, NASHIK",100,81
6576,Nashik,Nashik,867,2024-25,GNM,"LATE BHIKAJI DARADE SCHOOL OF NURSING YEOLA, NASHIK",100,47
6577,Nashik,Nashik,871,2024-25,GNM,JAGADAMBA SCHOOL OF NURSING YEOLA NASHIK,100,87
6578,Chh. Sambhaji Nagar,Dharashiv,1137,2024-25,GNM,"INSTITUTE OF NURSING, WASHI, OSMANABAD",20,17
6579,Chh. Sambhaji Nagar,Dharashiv,1141,2024-25,GNM,"RENUKA SCHOOL OF NURSING , KALAMB, OSMANABAD",40,40
6580,Chh. Sambhaji Nagar,Dharashiv,1171,2024-25,GNM,"SAHYADRI NURSING COLLEGE,OSMANABAD",60,60
6581,Chh. Sambhaji Nagar,Dharashiv,1172,2024-25,GNM,"MOTHER KANCHAN NURSING INSTITUTE,BARSHI OSMANABAD",40,40
6582,Chh. Sambhaji Nagar,Dharashiv,1217,2024-25,GNM,"Ideal Institute of Nursing College Lohara,Osmanabad",20,20
6583,Chh. Sambhaji Nagar,Dharashiv,1218,2024-25,GNM,"Dr.K.D.Shendge G.N.M. Nursing School Omerga, Osmanabad",60,60
6584,Chh. Sambhaji Nagar,Dharashiv,1360,2024-25,GNM,"SHENDGE INSTITUTE OF NURSING SCIENCE, OMERGA, DHARASHIV",50,50
6585,Chh. Sambhaji Nagar,Dharashiv,271,2024-25,GNM,"INDIRA GANDHI NURSING SCHOOL, OSMANABAD",30,30
6586,Chh. Sambhaji Nagar,Dharashiv,777,2024-25,GNM,"K.T. PATIL SCHOOL OF NURSING, OSMANABAD",60,60
6587,Chh. Sambhaji Nagar,Dharashiv,957,2024-25,GNM,Dr. SHIVAJIRAO GHOGARE NURSING SCHOOL OSMANABAD,40,40
6588,Chh. Sambhaji Nagar,Dharashiv,958,2024-25,GNM,AASTHA SCHOOL OF NURSING OSMANABAD,20,15
6589,Chh. Sambhaji Nagar,Dharashiv,959,2024-25,GNM,NAVIN NURSING SCHOOL OSMANABAD,20,18
6590,Chh. Sambhaji Nagar,Dharashiv,1358,2024-25,GNM,"A.G. INSTITUTE OF NURSING, DHARASHIV",40,38
6591,Chh. Sambhaji Nagar,Dharashiv,1537,2024-25,GNM,"MAULI NURSING COLLEGE (G.N.M.), OMERGA, DHARASHIV",40,25
6592,Konkan,Palghar,1117,2024-25,GNM,"Shantai Nursing School, Palghar",80,80
6593,Konkan,Palghar,1147,2024-25,GNM,"Bhagwant Nursing School,Moregoan Palghar",50,50
6594,Konkan,Palghar,1153,2024-25,GNM,"Dayanand School of Nursing, Palghar",40,40
6595,Konkan,Palghar,1184,2024-25,GNM,"PRAJAPATI COLLEGE OF NURSING,KUDUS, PALGHAR",40,40
6596,Konkan,Palghar,1215,2024-25,GNM,"Ideal Institute of Nursing, Wada Palghar",60,54
6597,Konkan,Palghar,1247,2024-25,GNM,"VEDANTAA INSTITUTE OF PARAMEDICAL SCIENCES,SASWAND, TAL. DAHANU, DIST.
PALGHAR",60,60
6598,Konkan,Palghar,1301,2024-25,GNM,"MATRUKRUPA NURSING COLLEGE, PALGHAR",40,39
6599,Konkan,Palghar,1488,2024-25,GNM,"SURYA INSTITUTE OF NURSING SCIENCES, PALGHAR",40,40
6600,Konkan,Palghar,1490,2024-25,GNM,"MOTHER TERESA COLLEGE OF NURSING NALASOPARA, VASAI-VIRAR, PALGHAR",40,30
6601,Konkan,Palghar,1522,2024-25,GNM,"RIDDHI VINAYAK COLLEGE OF NURSING, NALASOPARA, PALGHAR",40,22
6602,Konkan,Palghar,1562,2024-25,GNM,"JIVDANI SCHOOL OF NURSING, VIRAR, PALGAHAR",60,60
6603,Konkan,Palghar,1614,2024-25,GNM,"AMBIKA INSTITUTE OF NURSING EDUCATION, PALGHAR",60,2
6604,Konkan,Thane,194,2024-25,GNM,"UDAY GER SCHOOL OF NURSING, VASAI, THANE",25,25
6605,Konkan,Palghar,587,2024-25,GNM,"SHREE GAJANAN MAHARAJ COLLEGE OF NURSING AND RESEARCH CENTER JAWHAR,
PALGHAR",50,50
6606,Chh. Sambhaji Nagar,Parbhani,1127,2024-25,GNM,"DNYANAI INSTITUTE OF NURSING SCHOOL Karegaon, PARBHANI",60,60
6607,Chh. Sambhaji Nagar,Parbhani,1131,2024-25,GNM,"Indira Gandhi Nursing School Khadrabad Plot,Parbhani",60,60
6608,Chh. Sambhaji Nagar,Parbhani,1176,2024-25,GNM,SAHARA GNM NURSING SCHOOL PARBHANI,40,40
6609,Chh. Sambhaji Nagar,Parbhani,1259,2024-25,GNM,"MOTHER TERESA NURSING SCHOOL SELU, DIST. PARBHANI",60,60
6610,Chh. Sambhaji Nagar,Parbhani,1313,2024-25,GNM,"SHRI RAMKRUSHNA PARAMHANS INSTITUTE OF NURSING, PARBHANI",60,60
6611,Chh. Sambhaji Nagar,Parbhani,1334,2024-25,GNM,NEHA SCHOOL OF NURSING G.N.M. PRABHANI,60,60
6612,Chh. Sambhaji Nagar,Parbhani,1336,2024-25,GNM,"JIVANSEVA NURSING INSTITUTE, PARBHANI.",60,60
6613,Chh. Sambhaji Nagar,Parbhani,1344,2024-25,GNM,"VITTHALA NURSING SCHOOL LONI, PATHRI, PARBHANI",40,40
6614,Chh. Sambhaji Nagar,Parbhani,1353,2024-25,GNM,"RADHAI NURSING SCHOOL,RAMNAGAR AKOLI, GANGAKHED, PARBHANI",60,60
6615,Chh. Sambhaji Nagar,Parbhani,1416,2024-25,GNM,"BORDIKAR COLLEGE OF NURSING, MATHALA, JINTUR, PARBHANI",40,33
6616,Chh. Sambhaji Nagar,Parbhani,1451,2024-25,GNM,"DR. PRAFULLA PATIL NURSING SCHOOL (G.N.M.) , PARBHANI",40,40
6617,Chh. Sambhaji Nagar,Parbhani,1461,2024-25,GNM,"VISHWAPRADNYA NURSING COLLEGE, PARBHANI",40,37
6618,Chh. Sambhaji Nagar,Parbhani,1470,2024-25,GNM,"VITTHALA NURSING SCHOOL, BRAMHANGAON, PARBHANI",60,55
6619,Chh. Sambhaji Nagar,Parbhani,1485,2024-25,GNM,"KARMAYOGI NURSING COLLEGE, PARBHANI",40,40
6620,Chh. Sambhaji Nagar,Parbhani,1492,2024-25,GNM,"KAMALABAI WADKUTE NURSING COLLEGE G.N.M. TADKALAS, PURNA, PARBHANI",40,40
6621,Chh. Sambhaji Nagar,Parbhani,1515,2024-25,GNM,"SAHARA COLLEGE OF NURSING, PARBHANI",60,60
6622,Chh. Sambhaji Nagar,Parbhani,1594,2024-25,GNM,"DECCAN NURSING COLLEGE, PARBHANI",40,40
6623,Chh. Sambhaji Nagar,Parbhani,1617,2024-25,GNM,"SHRI SAI INSTITUTE OF G.N.M. NURSING, BORI, JINTUR, PARBHANI",40,40
6624,Chh. Sambhaji Nagar,Parbhani,170,2024-25,GNM,"MAULI INSTITUTE OF NURSING, PARBHANI",60,59
6625,Chh. Sambhaji Nagar,Parbhani,265,2024-25,GNM,"INSTITUTE OF NURSING, PARBHANI",60,60
6626,Chh. Sambhaji Nagar,Parbhani,374,2024-25,GNM,"TIRUPATI NURSING SCHOOL,PARBHANI",60,60
6627,Chh. Sambhaji Nagar,Parbhani,477,2024-25,GNM,"BELESHWAR INSTITUTE OF NURSING, PARBHANI",30,30
6628,Chh. Sambhaji Nagar,Parbhani,705,2024-25,GNM,"INDIRA GANDHI A.N.M. NURSING SCHOOL, PARBHANI",60,60
6629,Chh. Sambhaji Nagar,Parbhani,722,2024-25,GNM,"RAJMATA AHILYA DEVI INSTITUTION OF NURSING, PARBHANI",60,60
6630,Chh. Sambhaji Nagar,Parbhani,834,2024-25,GNM,"Kalpana Chawala Nursing School, Parbhani",40,40
6631,Chh. Sambhaji Nagar,Parbhani,986,2024-25,GNM,"Late. Tulsabai Sapanrao Patil Institute of Nursing Education, Parbhani",20,20
6632,Chh. Sambhaji Nagar,Parbhani,998,2024-25,GNM,"APURVA NURSING INSTITUTE, PARBHANI",20,20
6633,Pune,Pune,1125,2024-25,GNM,Sancheti Institute of Nursing Education,60,60
6634,Pune,Pune,1148,2024-25,GNM,"Emerald School of Nursing,Pune",30,24
6635,Pune,Pune,1177,2024-25,GNM,"RAJMATA JIJAU SCHOOL OF NURSING , KHARADI BAYPASS PUNE",60,60
6636,Pune,Pune,1180,2024-25,GNM,JAI HIND COLLEGE OF NURSING JUNNER PUNE,60,59
6637,Pune,Pune,1221,2024-25,GNM,"NOBLE INSTITUTE OF MEDICAL SCIENCES, PUNE",60,45
6638,Pune,Pune,1255,2024-25,GNM,"APARNA NURSING SCHOOL, TAL. JUNNAR, DIST. PUNE",60,60
